user_id,genres
46,"['fiction', 'classics', 'mystery', 'crime', 'thriller']"
47,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'fantasy']"
48,"['classics', 'fiction', 'philosophy', 'poetry', 'nonfiction']"
49,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'nonfiction']"
50,"['fiction', 'fantasy', 'classics', 'science-fiction', 'contemporary']"
51,"['fiction', 'fantasy', 'classics', 'historical-fiction', 'romance']"
52,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'contemporary']"
53,"['classics', 'fiction']"
54,"['fiction', 'contemporary', 'historical-fiction', 'nonfiction', 'young-adult']"
55,"['fiction', 'classics', 'contemporary', 'nonfiction', 'historical-fiction']"
56,"['fiction', 'contemporary', 'nonfiction', 'biography', 'historical-fiction']"
57,"['fiction', 'young-adult', 'contemporary', 'fantasy', 'romance']"
58,"['fiction', 'classics', 'young-adult', 'historical-fiction', 'contemporary']"
59,"['fiction', 'classics', 'philosophy']"
60,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
61,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
62,"['fiction', 'classics', 'contemporary', 'philosophy', 'fantasy']"
63,"['classics', 'fiction', 'philosophy']"
64,"['fiction', 'mystery', 'crime', 'suspense', 'thriller']"
65,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
66,"['fiction', 'classics', 'fantasy', 'philosophy']"
67,"['fiction', 'historical-fiction', 'contemporary', 'young-adult', 'fantasy']"
68,"['classics', 'fiction']"
69,"['fiction', 'classics', 'contemporary', 'nonfiction', 'fantasy']"
70,"['fiction', 'classics', 'philosophy', 'romance']"
71,"['fiction', 'nonfiction', 'contemporary', 'history', 'biography']"
72,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
73,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
74,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
75,"['fiction', 'fantasy', 'contemporary', 'young-adult', 'classics']"
76,"['fiction', 'classics', 'fantasy', 'romance', 'historical-fiction']"
77,"['fiction', 'classics', 'fantasy']"
78,"['classics', 'fiction', 'fantasy', 'philosophy']"
79,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
80,"['fiction', 'classics']"
81,"['fiction', 'classics', 'nonfiction', 'contemporary', 'historical-fiction']"
82,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'romance']"
83,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
84,"['fiction', 'contemporary', 'fantasy']"
85,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
86,"['classics', 'fiction', 'philosophy', 'fantasy', 'contemporary']"
87,"['fiction', 'mystery', 'romance', 'contemporary', 'crime']"
88,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
89,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
90,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
91,"['classics', 'fiction']"
92,"['fiction', 'fantasy', 'classics', 'science-fiction', 'crime']"
93,"['fiction', 'fantasy', 'science-fiction', 'classics', 'nonfiction']"
94,"['classics', 'fiction']"
95,"['fiction', 'fantasy', 'contemporary', 'historical-fiction', 'mystery']"
96,"['fiction', 'young-adult', 'fantasy', 'classics', 'historical-fiction']"
97,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'fantasy']"
98,"['fiction', 'classics', 'fantasy', 'christian', 'young-adult']"
99,"['fiction', 'contemporary', 'mystery', 'nonfiction']"
100,"['classics', 'fiction', 'philosophy']"
101,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'fantasy']"
102,"['fiction', 'young-adult', 'contemporary', 'fantasy', 'romance']"
103,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'fantasy']"
104,"['fiction', 'fantasy', 'young-adult', 'contemporary', 'classics']"
105,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
106,"['fiction', 'classics']"
107,"['fiction', 'contemporary']"
108,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
109,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
110,"['fiction', 'classics', 'fantasy', 'philosophy', 'young-adult']"
111,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
112,"['fiction', 'classics', 'contemporary', 'fantasy', 'historical-fiction']"
113,"['fiction', 'fantasy', 'young-adult', 'classics', 'historical-fiction']"
114,"['classics', 'fiction', 'philosophy', 'historical-fiction']"
115,"['classics', 'fiction', 'historical-fiction', 'nonfiction', 'young-adult']"
116,"['fiction', 'classics', 'fantasy', 'contemporary', 'science-fiction']"
117,"['classics', 'fiction', 'young-adult', 'fantasy']"
118,"['fiction', 'historical-fiction', 'contemporary']"
119,"['fiction', 'contemporary', 'mystery', 'thriller', 'romance']"
120,"['fiction', 'classics', 'fantasy', 'science-fiction', 'contemporary']"
121,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'fantasy']"
122,"['fiction', 'classics', 'historical-fiction', 'philosophy']"
123,"['fiction', 'contemporary', 'romance', 'nonfiction', 'classics']"
124,"['fiction', 'classics', 'fantasy', 'contemporary', 'romance']"
125,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
126,"['fiction', 'nonfiction', 'biography', 'classics', 'history']"
127,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
128,"['fiction', 'contemporary', 'historical-fiction', 'nonfiction', 'fantasy']"
129,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'nonfiction']"
130,"['fiction', 'classics', 'young-adult', 'fantasy', 'historical-fiction']"
131,"['classics', 'fiction']"
132,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'nonfiction']"
133,"['fiction', 'classics', 'young-adult', 'fantasy', 'contemporary']"
134,"['fiction', 'nonfiction', 'classics', 'historical-fiction', 'biography']"
135,"['fiction', 'fantasy', 'science-fiction', 'classics', 'young-adult']"
136,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
137,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
138,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
139,"['fiction', 'classics', 'contemporary', 'historical-fiction']"
140,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
141,"['fiction', 'classics', 'young-adult', 'fantasy', 'mystery']"
142,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
143,"['fiction', 'contemporary', 'romance', 'historical-fiction', 'fantasy']"
144,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
145,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'nonfiction']"
146,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
147,"['fiction', 'classics', 'fantasy', 'young-adult']"
148,"['fiction', 'contemporary', 'romance', 'historical-fiction', 'young-adult']"
149,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
150,"['fiction', 'classics', 'fantasy', 'science-fiction', 'contemporary']"
151,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
152,"['fiction', 'fantasy', 'science-fiction', 'young-adult', 'historical-fiction']"
153,"['fiction', 'contemporary', 'young-adult', 'mystery', 'historical-fiction']"
154,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
155,"['fiction', 'classics', 'contemporary', 'philosophy']"
156,"['fiction', 'classics', 'contemporary', 'young-adult', 'fantasy']"
157,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'nonfiction']"
158,"['fiction', 'fantasy', 'classics', 'horror', 'thriller']"
159,"['classics', 'fiction', 'philosophy']"
160,"['fiction', 'classics', 'historical-fiction', 'romance', 'contemporary']"
161,"['fiction', 'mystery', 'crime', 'thriller', 'classics']"
162,"['fiction', 'nonfiction', 'classics', 'biography', 'contemporary']"
163,"['fiction', 'fantasy', 'young-adult', 'classics', 'contemporary']"
164,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
165,"['fiction', 'fantasy', 'classics', 'mystery', 'science-fiction']"
166,"['fiction', 'young-adult', 'fantasy', 'classics', 'romance']"
167,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
168,"['fiction', 'classics', 'fantasy', 'science-fiction', 'historical-fiction']"
169,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
170,"['fiction', 'contemporary', 'historical-fiction', 'classics']"
171,"['classics', 'fiction', 'historical-fiction', 'philosophy', 'nonfiction']"
172,"['fiction', 'fantasy', 'science-fiction', 'nonfiction', 'biography']"
173,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'mystery']"
174,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
175,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'nonfiction']"
176,"['fiction', 'classics', 'fantasy', 'young-adult', 'philosophy']"
177,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
178,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
179,"['fiction', 'classics', 'contemporary', 'young-adult', 'fantasy']"
180,"['fiction', 'classics', 'fantasy', 'contemporary', 'young-adult']"
181,"['fiction', 'contemporary', 'nonfiction', 'memoir', 'historical-fiction']"
182,"['fiction', 'contemporary', 'biography', 'classics', 'memoir']"
183,"['fiction', 'contemporary', 'nonfiction', 'historical-fiction', 'memoir']"
184,"['fiction', 'classics', 'contemporary', 'young-adult', 'fantasy']"
185,"['fiction', 'classics', 'fantasy', 'contemporary', 'nonfiction']"
186,"['fiction', 'mystery', 'crime', 'classics', 'contemporary']"
187,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
188,"['fiction', 'classics', 'contemporary', 'fantasy', 'mystery']"
189,"['fiction', 'classics', 'thriller', 'mystery', 'historical-fiction']"
190,"['fiction', 'classics', 'nonfiction', 'young-adult', 'fantasy']"
191,"['fiction', 'classics', 'fantasy', 'young-adult', 'nonfiction']"
192,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'romance']"
193,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
194,"['fiction', 'classics', 'contemporary', 'science-fiction', 'fantasy']"
195,"['fiction', 'contemporary']"
196,"['fiction', 'young-adult', 'classics', 'fantasy', 'romance']"
197,"['fiction', 'classics', 'contemporary', 'fantasy', 'philosophy']"
198,"['fiction', 'fantasy', 'science-fiction', 'classics', 'mystery']"
199,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'science-fiction']"
200,"['fiction', 'classics', 'fantasy', 'mystery', 'historical-fiction']"
201,"['fiction', 'classics', 'fantasy', 'science-fiction', 'contemporary']"
202,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
203,"['fiction', 'romance', 'contemporary', 'chick-lit', 'fantasy']"
204,"['classics', 'fiction', 'philosophy', 'historical-fiction', 'nonfiction']"
205,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'mystery']"
206,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
207,"['fiction', 'classics', 'fantasy', 'horror', 'mystery']"
208,"['fiction', 'fantasy', 'young-adult', 'romance', 'comics']"
209,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
210,"['classics', 'fiction', 'philosophy', 'historical-fiction', 'fantasy']"
211,"['fiction', 'fantasy', 'contemporary', 'nonfiction', 'romance']"
212,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'poetry']"
213,"['fiction', 'contemporary', 'historical-fiction', 'nonfiction', 'history']"
214,"['fiction', 'classics', 'historical-fiction']"
215,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
216,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
217,"['fiction', 'classics', 'fantasy', 'horror', 'science-fiction']"
218,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
219,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'romance']"
220,"['fiction', 'fantasy', 'classics', 'comics', 'graphic-novels']"
221,"['fiction', 'nonfiction', 'classics', 'fantasy', 'christian']"
222,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
223,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
224,"['fiction', 'classics', 'philosophy', 'fantasy', 'nonfiction']"
225,"['fiction', 'young-adult', 'fantasy', 'contemporary', 'historical-fiction']"
226,"['fiction', 'classics', 'fantasy', 'contemporary', 'nonfiction']"
227,"['fiction', 'fantasy', 'science-fiction', 'contemporary', 'mystery']"
228,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
229,"['fiction', 'contemporary', 'chick-lit', 'classics', 'romance']"
230,"['fiction', 'historical-fiction', 'contemporary', 'classics', 'romance']"
231,"['fiction', 'historical-fiction', 'classics', 'contemporary', 'romance']"
232,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
233,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'contemporary']"
234,"['fiction', 'fantasy', 'young-adult', 'romance', 'classics']"
235,['fiction']
236,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'mystery']"
237,"['fiction', 'classics', 'historical-fiction', 'young-adult', 'romance']"
238,"['classics', 'fiction', 'philosophy', 'historical-fiction']"
239,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
240,"['fiction', 'romance', 'contemporary', 'classics', 'chick-lit']"
241,"['fiction', 'contemporary', 'mystery', 'chick-lit', 'crime']"
242,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'mystery']"
243,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
244,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
245,"['fiction', 'classics', 'historical-fiction', 'young-adult', 'romance']"
246,"['fiction', 'fantasy', 'classics', 'science-fiction', 'contemporary']"
247,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
248,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
249,"['fiction', 'classics', 'fantasy', 'young-adult', 'thriller']"
250,"['fiction', 'classics', 'young-adult', 'contemporary', 'fantasy']"
251,"['fiction', 'classics', 'fantasy', 'nonfiction', 'historical-fiction']"
252,"['fiction', 'contemporary', 'nonfiction', 'historical-fiction', 'biography']"
253,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
254,"['fiction', 'contemporary', 'classics', 'fantasy', 'mystery']"
255,"['fiction', 'classics', 'contemporary', 'nonfiction', 'historical-fiction']"
256,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'history']"
257,"['fiction', 'classics', 'historical-fiction', 'contemporary']"
258,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'romance']"
259,"['fiction', 'romance', 'fantasy', 'classics', 'historical-fiction']"
260,"['classics', 'fiction']"
261,"['fiction', 'classics', 'fantasy', 'nonfiction', 'christian']"
262,"['fiction', 'historical-fiction', 'contemporary', 'mystery', 'classics']"
263,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
264,"['fiction', 'classics', 'historical-fiction', 'romance', 'fantasy']"
265,"['fiction', 'contemporary', 'romance', 'historical-fiction', 'chick-lit']"
266,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
267,"['fiction', 'contemporary', 'historical-fiction', 'romance', 'mystery']"
268,"['fiction', 'mystery', 'contemporary', 'crime', 'suspense']"
269,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'contemporary']"
270,"['fiction', 'classics', 'fantasy', 'nonfiction', 'young-adult']"
271,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
272,"['classics', 'fiction', 'contemporary', 'historical-fiction', 'nonfiction']"
273,"['fiction', 'romance', 'fantasy', 'young-adult', 'paranormal']"
274,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
275,"['fiction', 'historical-fiction', 'classics', 'contemporary', 'romance']"
276,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
277,"['fiction', 'fantasy', 'young-adult', 'romance', 'paranormal']"
278,"['fiction', 'fantasy', 'historical-fiction', 'young-adult', 'classics']"
279,"['fiction', 'fantasy', 'classics', 'historical-fiction', 'young-adult']"
280,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
281,"['fiction', 'romance', 'contemporary', 'chick-lit', 'mystery']"
282,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'young-adult']"
283,"['fiction', 'classics', 'contemporary', 'young-adult', 'chick-lit']"
284,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
285,"['fiction', 'classics', 'fantasy', 'science-fiction', 'mystery']"
286,"['fiction', 'horror', 'fantasy', 'thriller', 'classics']"
287,"['fiction', 'fantasy', 'science-fiction', 'mystery', 'classics']"
288,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'romance']"
289,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
290,"['fiction', 'classics', 'fantasy', 'science-fiction', 'young-adult']"
291,"['fiction', 'fantasy', 'graphic-novels', 'comics', 'classics']"
292,"['fiction', 'romance', 'contemporary', 'historical-fiction', 'young-adult']"
293,"['fiction', 'fantasy', 'classics', 'historical-fiction', 'young-adult']"
294,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'young-adult']"
295,"['fiction', 'classics', 'fantasy', 'contemporary', 'young-adult']"
296,"['fiction', 'classics', 'historical-fiction', 'fantasy', 'young-adult']"
297,"['fiction', 'classics', 'fantasy', 'science-fiction', 'historical-fiction']"
298,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'nonfiction']"
299,"['fiction', 'classics', 'nonfiction']"
300,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'romance']"
301,"['fiction', 'fantasy', 'science-fiction', 'classics', 'mystery']"
302,"['fiction', 'classics', 'philosophy', 'romance', 'fantasy']"
303,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'nonfiction']"
304,"['classics', 'fiction', 'historical-fiction', 'philosophy', 'romance']"
305,"['fiction', 'classics', 'fantasy', 'contemporary', 'young-adult']"
306,"['fiction', 'classics', 'historical-fiction']"
307,"['fiction', 'classics', 'contemporary', 'nonfiction', 'history']"
308,"['fiction', 'fantasy', 'comics', 'graphic-novels', 'science-fiction']"
309,"['fiction', 'classics', 'fantasy', 'science-fiction', 'young-adult']"
310,"['fiction', 'historical-fiction', 'contemporary', 'romance', 'classics']"
311,"['fiction', 'contemporary', 'fantasy']"
312,"['fiction', 'young-adult', 'romance', 'classics', 'fantasy']"
313,"['classics', 'fiction', 'nonfiction', 'philosophy', 'biography']"
314,"['fiction', 'fantasy', 'young-adult', 'science-fiction', 'romance']"
315,"['fiction', 'thriller', 'fantasy', 'mystery', 'horror']"
316,"['fiction', 'nonfiction', 'contemporary', 'history', 'biography']"
317,"['fiction', 'thriller', 'horror', 'mystery', 'fantasy']"
318,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
319,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
320,"['fiction', 'fantasy', 'classics', 'young-adult', 'romance']"
321,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
322,"['fiction', 'classics', 'fantasy', 'young-adult', 'contemporary']"
323,"['fiction', 'young-adult', 'historical-fiction', 'romance', 'nonfiction']"
324,"['fiction', 'classics', 'fantasy', 'horror', 'mystery']"
325,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
326,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'romance']"
327,"['fiction', 'contemporary', 'romance', 'historical-fiction', 'chick-lit']"
328,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'nonfiction']"
329,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
330,"['fiction', 'classics', 'fantasy', 'nonfiction', 'history']"
331,"['fiction', 'classics', 'fantasy', 'romance', 'young-adult']"
332,"['fiction', 'classics', 'fantasy', 'contemporary', 'historical-fiction']"
333,"['fiction', 'classics', 'fantasy', 'young-adult', 'philosophy']"
334,['fiction']
335,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
336,"['fiction', 'mystery', 'thriller', 'suspense', 'crime']"
337,"['classics', 'fiction', 'fantasy', 'nonfiction', 'young-adult']"
338,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
339,"['fiction', 'classics', 'nonfiction', 'contemporary', 'history']"
340,"['fiction', 'contemporary', 'comics', 'graphic-novels', 'fantasy']"
341,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
342,"['fiction', 'historical-fiction', 'classics', 'mystery', 'thriller']"
343,"['fiction', 'contemporary', 'mystery', 'historical-fiction', 'romance']"
344,"['fiction', 'classics', 'contemporary', 'nonfiction', 'science-fiction']"
345,"['fiction', 'classics', 'historical-fiction', 'contemporary', 'fantasy']"
346,"['fiction', 'contemporary', 'historical-fiction', 'history', 'classics']"
347,"['fiction', 'classics']"
348,"['fiction', 'mystery', 'contemporary', 'thriller', 'young-adult']"
349,"['fiction', 'classics', 'historical-fiction', 'nonfiction', 'philosophy']"
350,"['fiction', 'contemporary', 'nonfiction', 'fantasy', 'biography']"
351,"['fiction', 'contemporary', 'historical-fiction', 'biography', 'memoir']"
352,"['fiction', 'fantasy', 'young-adult', 'classics', 'science-fiction']"
353,"['fiction', 'fantasy', 'romance', 'young-adult', 'paranormal']"
354,"['classics', 'fiction', 'fantasy']"
355,"['classics', 'fiction', 'historical-fiction', 'fantasy', 'philosophy']"
356,"['fiction', 'fantasy', 'classics', 'young-adult', 'nonfiction']"
357,"['fiction', 'classics', 'fantasy', 'young-adult', 'science-fiction']"
358,"['fiction', 'contemporary', 'romance', 'nonfiction', 'chick-lit']"
359,"['fiction', 'contemporary', 'historical-fiction', 'fantasy', 'classics']"
360,"['fiction', 'fantasy', 'classics', 'contemporary', 'historical-fiction']"
361,"['fiction', 'classics', 'fantasy', 'horror', 'historical-fiction']"
362,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'fantasy']"
363,"['fiction', 'romance', 'mystery', 'crime', 'contemporary']"
364,['fiction']
365,"['fiction', 'contemporary', 'fantasy', 'nonfiction', 'science-fiction']"
366,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
367,"['fiction', 'classics', 'contemporary', 'historical-fiction', 'history']"
368,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'mystery']"
369,"['classics', 'religion', 'christian', 'nonfiction', 'fiction']"
370,"['fiction', 'thriller', 'fantasy', 'mystery', 'suspense']"
371,"['fiction', 'fantasy', 'classics', 'young-adult', 'mystery']"
372,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
373,"['fiction', 'fantasy', 'science-fiction', 'mystery', 'nonfiction']"
374,"['fiction', 'fantasy', 'classics', 'nonfiction', 'comics']"
375,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'young-adult']"
376,"['fiction', 'fantasy', 'classics', 'science-fiction', 'philosophy']"
377,"['fiction', 'contemporary', 'historical-fiction', 'mystery', 'classics']"
378,"['fiction', 'classics', 'fantasy', 'young-adult', 'historical-fiction']"
379,"['fiction', 'fantasy', 'classics', 'young-adult', 'science-fiction']"
380,"['classics', 'fiction', 'philosophy']"
381,"['fiction', 'fantasy', 'classics', 'science-fiction', 'young-adult']"
382,"['fiction', 'classics', 'contemporary', 'nonfiction', 'historical-fiction']"
383,"['fiction', 'mystery', 'crime', 'contemporary', 'fantasy']"
384,"['fiction', 'contemporary', 'historical-fiction', 'chick-lit', 'classics']"
385,"['fiction', 'contemporary', 'classics', 'historical-fiction', 'romance']"
386,"['classics', 'fiction', 'historical-fiction']"
387,"['fiction', 'classics', 'young-adult', 'fantasy', 'contemporary']"
388,"['fiction', 'young-adult', 'classics', 'historical-fiction', 'fantasy']"
389,"['fiction', 'classics', 'contemporary', 'fantasy', 'historical-fiction']"
390,"['fiction', 'young-adult', 'mystery', 'contemporary', 'crime']"
391,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']"
392,"['fiction', 'contemporary', 'chick-lit', 'mystery', 'romance']"
393,"['fiction', 'classics', 'contemporary', 'fantasy', 'young-adult']"
394,"['fiction', 'classics', 'contemporary', 'fantasy', 'historical-fiction']"
395,"['fiction', 'classics', 'fantasy', 'historical-fiction', 'romance']"
396,"['fiction', 'contemporary', 'historical-fiction', 'classics', 'young-adult']"
397,"['fiction', 'fantasy', 'classics', 'young-adult', 'historical-fiction']"
398,"['fiction', 'classics', 'nonfiction', 'historical-fiction', 'thriller']"
